index,id,kind,phase,strength,owner,internal_spec_line,file
39,def.CheckKind,formal-definition,conformance,required,conformance.check-kinds,755,Compiler/Core/ConformanceModel.uv
40,def.StaticCheck,formal-definition,conformance,required,conformance.check-kinds,770,Compiler/Core/ConformanceModel.uv
41,def.RuntimeCheck,formal-definition,runtime,required,conformance.check-kinds,784,Compiler/Core/ConformanceModel.uv
42,def.RuntimeCheckBehavior,formal-definition,runtime,required,conformance.check-kinds,798,Compiler/Core/ConformanceModel.uv
43,req.ResourceExhaustionOutsideConformance,semantic-requirement,runtime,required,conformance.outside-conformance,814,Compiler/Core/ConformanceModel.uv
44,def.LexRecovery,formal-definition,diagnostics,required,conformance.error-recovery,828,Compiler/Core/ConformanceModel.uv
45,def.ParseRecovery,formal-definition,diagnostics,required,conformance.error-recovery,843,Compiler/Core/ConformanceModel.uv
46,def.TypeRecovery,formal-definition,diagnostics,required,conformance.error-recovery,857,Compiler/Core/ConformanceModel.uv
47,def.MaxErrorCount,formal-definition,diagnostics,required,conformance.error-recovery,871,Compiler/Core/ConformanceModel.uv
48,def.SuggestedMaxErrorCount,formal-definition,diagnostics,recommended,conformance.error-recovery,885,Compiler/Core/ConformanceModel.uv
49,def.AbortOnErrorCount,formal-definition,diagnostics,required,conformance.error-recovery,899,Compiler/Core/ConformanceModel.uv
50,def.NormativeKeywords,formal-definition,conformance,required,conformance.document-conventions,915,Compiler/Core/SpecificationTrace.uv
51,conformance.RFC2119,conformance-statement,conformance,required,conformance.document-conventions,930,Compiler/Core/SpecificationTrace.uv
52,def.DiagnosticCodeComponents,formal-definition,diagnostics,required,conformance.document-conventions,945,Compiler/Core/SpecificationTrace.uv
53,def.DiagnosticCodeFormat,formal-definition,diagnostics,required,conformance.document-conventions,962,Compiler/Core/SpecificationTrace.uv
54,def.DiagnosticCodeDigitParts,formal-definition,diagnostics,required,conformance.document-conventions,976,Compiler/Core/SpecificationTrace.uv
55,refs.NormativeRefs,conformance-statement,conformance,required,conformance.normative-references,993,Compiler/Core/SpecificationTrace.uv
56,refs.ReferenceDetails,informative-note,conformance,informative,conformance.normative-references,1015,Compiler/Core/SpecificationTrace.uv
57,refs.Conformance,conformance-statement,conformance,required,conformance.normative-references,1036,Compiler/Core/SpecificationTrace.uv
58,def.CompileTimeTranslationPhases,formal-definition,conformance,required,conformance.phase-ordering,1053,Compiler/Driver/Pipeline.uv
59,def.ExecuteComptime,formal-definition,comptime,required,conformance.phase-ordering,1071,Compiler/Driver/Pipeline.uv
60,req.Phase1BeforePhase2,normative-requirement,conformance,required,conformance.phase-ordering,1085,Compiler/Driver/Pipeline.uv
61,req.Phase2DeterministicDependencyOrder,normative-requirement,comptime,required,conformance.phase-ordering,1099,Compiler/Driver/Pipeline.uv
62,req.Phase2DeclarationsBeforePhase3,normative-requirement,comptime,required,conformance.phase-ordering,1113,Compiler/Driver/Pipeline.uv
63,req.Phase3UsesExpandedModuleSet,normative-requirement,conformance,required,conformance.phase-ordering,1127,Compiler/Driver/Pipeline.uv
64,req.Phase4OnlyAcceptedProgram,normative-requirement,conformance,required,conformance.phase-ordering,1141,Compiler/Driver/Pipeline.uv
65,conformance.ComptimeFormsChapterOwner,conformance-statement,comptime,required,conformance.phase-ordering,1155,Compiler/Driver/Pipeline.uv
66,def.TargetProfile,formal-definition,abi-layout,required,conformance.target-abi,1171,Compiler/Backend/InstructionLowering/TargetMachine.uv
67,req.TargetProfileResolution,normative-requirement,project-loading,required,conformance.target-abi,1186,Compiler/Backend/InstructionLowering/TargetMachine.uv
68,req.TargetProfileNoHostInference,normative-requirement,project-loading,required,conformance.target-abi,1204,Compiler/Backend/InstructionLowering/TargetMachine.uv
69,def.TargetArch,formal-definition,abi-layout,required,conformance.target-abi,1218,Compiler/Backend/InstructionLowering/TargetMachine.uv
70,def.TargetMachineModel,formal-definition,abi-layout,required,conformance.target-abi,1234,Compiler/Backend/InstructionLowering/TargetMachine.uv
71,def.TargetTriple,formal-definition,abi-layout,required,conformance.target-abi,1249,Compiler/Backend/InstructionLowering/TargetMachine.uv
72,conformance.LayoutAndABIOwnerSections,conformance-statement,abi-layout,required,conformance.target-abi,1265,Compiler/Backend/InstructionLowering/TargetMachine.uv
73,def.SourceLocation,formal-definition,diagnostics,required,diagnostics.source-spans,1283,Compiler/Core/Spans.uv
74,def.Span,formal-definition,diagnostics,required,diagnostics.source-spans,1298,Compiler/Core/Spans.uv
75,def.SpanRange,formal-definition,diagnostics,required,diagnostics.source-spans,1313,Compiler/Core/Spans.uv
76,WF-Location,formal-rule,diagnostics,required,diagnostics.source-spans,1327,Compiler/Core/Spans.uv
77,WF-Span,formal-rule,diagnostics,required,diagnostics.source-spans,1345,Compiler/Core/Spans.uv
78,def.ClampSpan,formal-definition,diagnostics,required,diagnostics.source-spans,1363,Compiler/Core/Spans.uv
79,Span-Of,formal-rule,diagnostics,required,diagnostics.source-spans,1380,Compiler/Core/Spans.uv
80,def.TokenKind,formal-definition,diagnostics,required,diagnostics.token-spans,1400,Compiler/Source/Lexer/Tokens.uv
81,No-Unknown-Ok,formal-rule,diagnostics,required,diagnostics.token-spans,1415,Compiler/Source/Lexer/Tokens.uv
82,def.RawToken,formal-definition,diagnostics,required,diagnostics.token-spans,1433,Compiler/Source/Lexer/Tokens.uv
83,def.Token,formal-definition,diagnostics,required,diagnostics.token-spans,1448,Compiler/Source/Lexer/Tokens.uv
84,Attach-Token-Ok,formal-rule,diagnostics,required,diagnostics.token-spans,1463,Compiler/Source/Lexer/Tokens.uv
85,Attach-Tokens-Ok,formal-rule,diagnostics,required,diagnostics.token-spans,1481,Compiler/Source/Lexer/Tokens.uv
86,def.DiagnosticSeverity,formal-definition,diagnostics,required,diagnostics.records,1503,Compiler/Diagnostics/Diagnostic.uv
87,def.DiagCodeOpt,formal-definition,diagnostics,required,diagnostics.records,1518,Compiler/Diagnostics/Diagnostic.uv
88,def.Diagnostic,formal-definition,diagnostics,required,diagnostics.records,1532,Compiler/Diagnostics/Diagnostic.uv
89,req.DiagnosticCodeOwnership,normative-requirement,diagnostics,required,diagnostics.records,1546,Compiler/Diagnostics/Diagnostic.uv
90,def.DiagnosticStream,formal-definition,diagnostics,required,diagnostics.records,1560,Compiler/Diagnostics/Diagnostic.uv
91,Emit-Append,formal-rule,diagnostics,required,diagnostics.emission,1575,Compiler/Diagnostics/Emission.uv
92,def.DiagnosticTableColumns,formal-definition,diagnostics,required,diagnostics.emission,1592,Compiler/Diagnostics/Emission.uv
93,def.EmitImplicit,formal-definition,diagnostics,required,diagnostics.emission,1611,Compiler/Diagnostics/Emission.uv
94,def.EmitList,formal-definition,diagnostics,required,diagnostics.emission,1626,Compiler/Diagnostics/Emission.uv
95,def.DiagnosticMessageLookup,formal-definition,diagnostics,required,diagnostics.emission,1641,Compiler/Diagnostics/Emission.uv
96,def.CompileStatus,formal-definition,diagnostics,required,diagnostics.emission,1656,Compiler/Diagnostics/Emission.uv
97,def.SpecCode,formal-definition,diagnostics,required,diagnostics.code-selection,1674,Compiler/Diagnostics/Codes.uv
98,Code,formal-rule,diagnostics,required,diagnostics.code-selection,1690,Compiler/Diagnostics/Codes.uv
99,conformance.AppendixADiagnosticIndex,conformance-statement,diagnostics,required,diagnostics.code-selection,1708,Compiler/Diagnostics/Codes.uv
100,DiagId-Code,formal-rule,diagnostics,required,diagnostics.code-selection,1722,Compiler/Diagnostics/Codes.uv
101,def.DiagIdCodeMapping,formal-definition,diagnostics,required,diagnostics.code-selection,1741,Compiler/Diagnostics/Codes.uv
102,Order,formal-rule,diagnostics,required,diagnostics.ordering,1758,Compiler/Diagnostics/Ordering.uv
103,def.DiagnosticRender,formal-definition,diagnostics,required,diagnostics.rendering,1778,Compiler/Diagnostics/Rendering.uv
104,def.DiagnosticRenderComponents,formal-definition,diagnostics,required,diagnostics.rendering,1794,Compiler/Diagnostics/Rendering.uv
105,def.DiagnosticRenderRich,formal-definition,diagnostics,required,diagnostics.rendering,1820,Compiler/Diagnostics/Rendering.uv
106,def.DiagnosticRenderRichHeader,formal-definition,diagnostics,required,diagnostics.rendering,1841,Compiler/Diagnostics/Rendering.uv
107,def.DiagnosticSourceRendering,formal-definition,diagnostics,required,diagnostics.rendering,1857,Compiler/Diagnostics/Rendering.uv
108,def.TypeRenderLexemes,formal-definition,diagnostics,required,diagnostics.rendering,1873,Compiler/Diagnostics/Rendering.uv
109,def.TypeRenderStateSuffixes,formal-definition,diagnostics,required,diagnostics.rendering,1891,Compiler/Diagnostics/Rendering.uv
110,def.ParamRender,formal-definition,diagnostics,required,diagnostics.rendering,1914,Compiler/Diagnostics/Rendering.uv
111,def.TypeRender,formal-definition,diagnostics,required,diagnostics.rendering,1929,Compiler/Diagnostics/Rendering.uv
112,def.ModalRefRender,formal-definition,diagnostics,required,diagnostics.rendering,1965,Compiler/Diagnostics/Rendering.uv
113,NoSpan-External,formal-rule,diagnostics,required,diagnostics.no-source-span,1982,Compiler/Diagnostics/Sources.uv
114,def.AssemblyAndLinkKinds,formal-definition,project-system,required,project.core-records,2004,Compiler/Project/ProjectModel.uv
115,def.ProjectRecord,formal-definition,project-system,required,project.core-records,2019,Compiler/Project/ProjectModel.uv
116,def.AssemblyClassification,formal-definition,project-system,required,project.core-records,2037,Compiler/Project/ProjectModel.uv
117,def.ProjectValidationScope,formal-definition,project-system,required,project.validation-scope,2056,Compiler/Project/ManifestValidation.uv
118,def.DumpProjectOutput,formal-definition,project-system,required,project.command-output,2073,Compiler/Driver/CLI/Commands.uv
119,def.ProjectSummaryOutput,formal-definition,project-system,required,project.command-output,2090,Compiler/Driver/CLI/Commands.uv
120,def.OutputSummary,formal-definition,project-system,required,project.command-output,2104,Compiler/Driver/CLI/Commands.uv
121,def.LinkOutputSummary,formal-definition,project-system,required,project.command-output,2118,Compiler/Driver/CLI/Commands.uv
122,def.IROpt,formal-definition,project-system,required,project.command-output,2134,Compiler/Driver/CLI/Commands.uv
123,def.ImportLibOpt,formal-definition,project-system,required,project.command-output,2150,Compiler/Driver/CLI/Commands.uv
124,def.ManifestParsing,formal-definition,project-system,required,project.manifest-parser,2168,Compiler/Project/Manifest.uv
125,Parse-Manifest-Ok,formal-rule,project-system,required,project.manifest-parser,2183,Compiler/Project/Manifest.uv
126,Parse-Manifest-Missing,formal-rule,project-system,required,project.manifest-parser,2201,Compiler/Project/Manifest.uv
127,Parse-Manifest-Err,formal-rule,project-system,required,project.manifest-parser,2219,Compiler/Project/Manifest.uv
128,conformance.ManifestRequired,semantic-requirement,project-system,required,project.manifest-loader,2237,Compiler/Project/Manifest.uv
129,req.ManifestHostPathResolution,semantic-requirement,project-system,required,project.manifest-loader,2252,Compiler/Project/Manifest.uv
130,req.ManifestNoAdditionalCaseVerification,semantic-requirement,project-system,required,project.manifest-loader,2267,Compiler/Project/Manifest.uv
131,req.ProjectRootResolveInputPath,semantic-requirement,project-system,required,project.root-discovery,2281,Compiler/Project/RootDiscovery.uv
132,req.ProjectRootFileInputStartsAtParent,semantic-requirement,project-system,required,project.root-discovery,2296,Compiler/Project/RootDiscovery.uv
133,req.ProjectRootDirectoryInputStartsAtResolvedPath,semantic-requirement,project-system,required,project.root-discovery,2310,Compiler/Project/RootDiscovery.uv
134,def.FindProjectRoot,formal-definition,project-system,required,project.root-discovery,2324,Compiler/Project/RootDiscovery.uv
135,def.ManifestSchema,formal-definition,project-system,required,project.manifest-schema,2338,Compiler/Project/Manifest.uv
136,WF-Assembly-Name,formal-rule,project-system,required,project.manifest-schema,2358,Compiler/Project/Manifest.uv
137,WF-Assembly-Name-Err,formal-rule,project-system,required,project.manifest-schema,2376,Compiler/Project/Manifest.uv
138,WF-Assembly-Kind,formal-rule,project-system,required,project.manifest-schema,2394,Compiler/Project/Manifest.uv
139,WF-Assembly-Kind-Err,formal-rule,project-system,required,project.manifest-schema,2412,Compiler/Project/Manifest.uv
140,WF-Assembly-Root-Path,formal-rule,project-system,required,project.manifest-schema,2430,Compiler/Project/Manifest.uv
141,WF-Assembly-Root-Path-Err,formal-rule,project-system,required,project.manifest-schema,2448,Compiler/Project/Manifest.uv
142,WF-Assembly-OutDir-Path,formal-rule,project-system,required,project.manifest-schema,2466,Compiler/Project/Manifest.uv
143,WF-Assembly-OutDir-Path-Err,formal-rule,project-system,required,project.manifest-schema,2484,Compiler/Project/Manifest.uv
144,WF-Assembly-EmitIR,formal-rule,project-system,required,project.manifest-schema,2502,Compiler/Project/Manifest.uv
145,WF-Assembly-EmitIR-Err,formal-rule,project-system,required,project.manifest-schema,2520,Compiler/Project/Manifest.uv
146,def.AsmLinkKind,formal-definition,project-system,required,project.manifest-schema,2538,Compiler/Project/Manifest.uv
147,def.ManifestTableProjections,formal-definition,project-system,required,project.manifest-validation,2555,Compiler/Project/ManifestValidation.uv
148,def.ManifestTopKeys,formal-definition,project-system,required,project.manifest-validation,2575,Compiler/Project/ManifestValidation.uv
149,WF-TopKeys,formal-rule,project-system,required,project.manifest-validation,2589,Compiler/Project/ManifestValidation.uv
150,WF-TopKeys-Err,formal-rule,project-system,required,project.manifest-validation,2607,Compiler/Project/ManifestValidation.uv
151,WF-Assembly-Table,formal-rule,project-system,required,project.manifest-validation,2625,Compiler/Project/ManifestValidation.uv
152,WF-Assembly-Table-Err,formal-rule,project-system,required,project.manifest-validation,2643,Compiler/Project/ManifestValidation.uv
153,WF-Assembly-Count,formal-rule,project-system,required,project.manifest-validation,2661,Compiler/Project/ManifestValidation.uv
154,WF-Assembly-Count-Err,formal-rule,project-system,required,project.manifest-validation,2679,Compiler/Project/ManifestValidation.uv
155,WF-Assembly-Name-Dup,formal-rule,project-system,required,project.manifest-validation,2697,Compiler/Project/ManifestValidation.uv
156,WF-Assembly-Name-Dup-Err,formal-rule,project-system,required,project.manifest-validation,2715,Compiler/Project/ManifestValidation.uv
157,def.ManifestAssemblyKeys,formal-definition,project-system,required,project.manifest-validation,2733,Compiler/Project/ManifestValidation.uv
158,WF-Assembly-Keys,formal-rule,project-system,required,project.manifest-validation,2748,Compiler/Project/ManifestValidation.uv
159,WF-Assembly-Keys-Err,formal-rule,project-system,required,project.manifest-validation,2766,Compiler/Project/ManifestValidation.uv
160,WF-Assembly-Required-Types,formal-rule,project-system,required,project.manifest-validation,2784,Compiler/Project/ManifestValidation.uv
161,WF-Assembly-Required-Types-Err,formal-rule,project-system,required,project.manifest-validation,2802,Compiler/Project/ManifestValidation.uv
162,WF-Assembly-Optional-Types,formal-rule,project-system,required,project.manifest-validation,2820,Compiler/Project/ManifestValidation.uv
163,WF-Assembly-OutDirType-Err,formal-rule,project-system,required,project.manifest-validation,2838,Compiler/Project/ManifestValidation.uv
164,WF-Assembly-EmitIRType,formal-rule,project-system,required,project.manifest-validation,2856,Compiler/Project/ManifestValidation.uv
165,WF-Assembly-EmitIRType-Err,formal-rule,project-system,required,project.manifest-validation,2873,Compiler/Project/ManifestValidation.uv
166,WF-Assembly-LinkKindType,formal-rule,project-system,required,project.manifest-validation,2891,Compiler/Project/ManifestValidation.uv
167,WF-Assembly-LinkKindType-Err,formal-rule,project-system,required,project.manifest-validation,2908,Compiler/Project/ManifestValidation.uv
168,WF-Assembly-LinkKind,formal-rule,project-system,required,project.manifest-validation,2926,Compiler/Project/ManifestValidation.uv
169,WF-Assembly-LinkKind-Err,formal-rule,project-system,required,project.manifest-validation,2944,Compiler/Project/ManifestValidation.uv
170,WF-Assembly-LinkKind-Use-Err,formal-rule,project-system,required,project.manifest-validation,2962,Compiler/Project/ManifestValidation.uv
171,def.ToolchainKeys,formal-definition,project-system,required,project.toolchain-config,2980,Compiler/Project/ToolchainConfig.uv
172,def.ToolchainTargetProfileOk,formal-definition,project-system,required,project.toolchain-config,2995,Compiler/Project/ToolchainConfig.uv
173,WF-Toolchain,formal-rule,project-system,required,project.toolchain-config,3009,Compiler/Project/ToolchainConfig.uv
174,WF-Toolchain-Err,formal-rule,project-system,required,project.toolchain-config,3027,Compiler/Project/ToolchainConfig.uv
175,def.ToolchainConfig,formal-definition,project-system,required,project.toolchain-config,3045,Compiler/Project/ToolchainConfig.uv
176,def.SelectedTargetProfile,formal-definition,project-system,required,project.toolchain-config,3061,Compiler/Project/ToolchainConfig.uv
177,def.BuildConfiguration,formal-definition,project-system,required,project.build-config,3078,Compiler/Project/BuildConfig.uv
178,WF-Build,formal-rule,project-system,required,project.build-config,3093,Compiler/Project/BuildConfig.uv
179,WF-Build-Err,formal-rule,project-system,required,project.build-config,3111,Compiler/Project/BuildConfig.uv
180,def.BuildConfigDefaults,formal-definition,project-system,required,project.build-config,3129,Compiler/Project/BuildConfig.uv
181,def.PathRootPredicates,formal-definition,project-system,required,project.path-resolution,3146,Compiler/Core/Path/Roots.uv
182,def.PathRootTagAndTail,formal-definition,project-system,required,project.path-resolution,3165,Compiler/Core/Path/Roots.uv
183,def.PathSegments,formal-definition,project-system,required,project.path-resolution,3188,Compiler/Core/Path/Components.uv
184,def.PathComponents,formal-definition,project-system,required,project.path-resolution,3202,Compiler/Core/Path/Components.uv
185,def.JoinComp,formal-definition,project-system,required,project.path-resolution,3218,Compiler/Core/Path/Algebra.uv
186,def.Join,formal-definition,project-system,required,project.path-resolution,3237,Compiler/Core/Path/Algebra.uv
187,def.AbsPath,formal-definition,project-system,required,project.path-resolution,3253,Compiler/Core/Path/Roots.uv
188,def.PathFunctionTypes,formal-definition,project-system,required,project.path-resolution,3268,Compiler/Core/Path/Path.uv
189,def.PathPrefix,formal-definition,project-system,required,project.path-resolution,3284,Compiler/Core/Path/Algebra.uv
190,def.Normalize,formal-definition,project-system,required,project.path-resolution,3298,Compiler/Core/Path/Algebra.uv
191,def.Under,formal-definition,project-system,required,project.path-resolution,3312,Compiler/Core/Path/Algebra.uv
192,def.Canon,formal-definition,project-system,required,project.path-resolution,3326,Compiler/Core/Path/Algebra.uv
193,def.Drop,formal-definition,project-system,required,project.path-resolution,3341,Compiler/Core/Path/Algebra.uv
194,def.RelativePathComputation,formal-definition,project-system,required,project.path-resolution,3355,Compiler/Core/Path/Algebra.uv
195,def.Basename,formal-definition,project-system,required,project.path-resolution,3369,Compiler/Core/Path/Algebra.uv
196,def.FileExt,formal-definition,project-system,required,project.path-resolution,3386,Compiler/Core/Path/Algebra.uv
197,Resolve-Canonical,formal-rule,project-system,required,project.path-resolution,3405,Compiler/Core/Path/Resolution.uv
198,Resolve-Canonical-Err,formal-rule,project-system,required,project.path-resolution,3423,Compiler/Core/Path/Resolution.uv
199,WF-RelPath,formal-rule,project-system,required,project.path-resolution,3441,Compiler/Core/Path/Resolution.uv
200,WF-RelPath-Err,formal-rule,project-system,required,project.path-resolution,3459,Compiler/Core/Path/Resolution.uv
201,def.ProjectContext,formal-definition,project-system,required,project.context,3477,Compiler/Project/ProjectModel.uv
202,WF-Project-Root,formal-rule,project-system,required,project.root-discovery,3491,Compiler/Project/RootDiscovery.uv
203,WF-Assembly,formal-rule,project-system,required,project.assembly-loader,3511,Compiler/Project/AssemblyLoader.uv
204,def.AssemblyTarget,formal-definition,project-system,required,project.loader-state-machine,3529,Compiler/Project/AssemblyLoader.uv
205,def.ProjLoadState,formal-definition,project-system,required,project.loader-state-machine,3544,Compiler/Project/AssemblyLoader.uv
206,Step-Parse,formal-rule,project-system,required,project.loader-state-machine,3558,Compiler/Project/AssemblyLoader.uv
207,Step-Parse-Err,formal-rule,project-system,required,project.loader-state-machine,3576,Compiler/Project/AssemblyLoader.uv
208,Step-Validate,formal-rule,project-system,required,project.loader-state-machine,3594,Compiler/Project/AssemblyLoader.uv
209,Step-Validate-Err,formal-rule,project-system,required,project.loader-state-machine,3612,Compiler/Project/AssemblyLoader.uv
210,def.ChecksAsm,formal-definition,project-system,required,project.manifest-validation,3630,Compiler/Project/ManifestValidation.uv
211,def.BaseChecks,formal-definition,project-system,required,project.manifest-validation,3645,Compiler/Project/ManifestValidation.uv
212,def.AsmChecks,formal-definition,project-system,required,project.manifest-validation,3659,Compiler/Project/ManifestValidation.uv
213,def.ManifestChecks,formal-definition,project-system,required,project.manifest-validation,3675,Compiler/Project/ManifestValidation.uv
214,def.FirstFail,formal-definition,project-system,required,project.manifest-validation,3689,Compiler/Project/ManifestValidation.uv
215,ValidateManifest-Ok,formal-rule,project-system,required,project.manifest-validation,3705,Compiler/Project/ManifestValidation.uv
216,ValidateManifest-Err,formal-rule,project-system,required,project.manifest-validation,3723,Compiler/Project/ManifestValidation.uv
217,Step-Asm-Init,formal-rule,project-system,required,project.loader-state-machine,3741,Compiler/Project/AssemblyLoader.uv
218,Step-Asm-Cons,formal-rule,project-system,required,project.loader-state-machine,3759,Compiler/Project/AssemblyLoader.uv
219,Step-Asm-Err,formal-rule,project-system,required,project.loader-state-machine,3777,Compiler/Project/AssemblyLoader.uv
220,Step-Asm-Done,formal-rule,project-system,required,project.loader-state-machine,3795,Compiler/Project/AssemblyLoader.uv
221,Step-Asm-Own-Err,formal-rule,project-system,required,project.loader-state-machine,3813,Compiler/Project/AssemblyLoader.uv
222,Step-Asm-Done-Err,formal-rule,project-system,required,project.loader-state-machine,3831,Compiler/Project/AssemblyLoader.uv
223,Select-Only,formal-rule,project-system,required,project.assembly-selection,3851,Compiler/Project/AssemblySelection.uv
224,Select-Only-Exe,formal-rule,project-system,required,project.assembly-selection,3869,Compiler/Project/AssemblySelection.uv
225,Select-By-Name,formal-rule,project-system,required,project.assembly-selection,3887,Compiler/Project/AssemblySelection.uv
226,Select-Err,formal-rule,project-system,required,project.assembly-selection,3905,Compiler/Project/AssemblySelection.uv
227,BuildAssembly-Ok,formal-rule,project-system,required,project.assembly-loader,3925,Compiler/Project/AssemblyLoader.uv
228,BuildAssembly-Err-Resolve,formal-rule,project-system,required,project.assembly-loader,3943,Compiler/Project/AssemblyLoader.uv
229,BuildAssembly-Err-Root,formal-rule,project-system,required,project.assembly-loader,3961,Compiler/Project/AssemblyLoader.uv
230,BuildAssembly-Err-Modules,formal-rule,project-system,required,project.assembly-loader,3979,Compiler/Project/AssemblyLoader.uv
231,LoadProject-Ok,formal-rule,project-system,required,project.loader-state-machine,3999,Compiler/Project/AssemblyLoader.uv
232,LoadProject-Err,formal-rule,project-system,required,project.loader-state-machine,4017,Compiler/Project/AssemblyLoader.uv
233,def.AsmDeps,formal-definition,project-system,required,project.assembly-graph,4035,Compiler/Project/AssemblyGraph.uv
234,req.AssemblyGraphRejectExecutableImports,semantic-requirement,project-system,required,project.assembly-graph,4051,Compiler/Project/AssemblyGraph.uv
235,req.AssemblyGraphRejectLibraryCycles,semantic-requirement,project-system,required,project.assembly-graph,4065,Compiler/Project/AssemblyGraph.uv
236,req.DependencyAssemblyNoFinalArtifact,semantic-requirement,output-linking,required,project.assembly-graph,4079,Compiler/Project/AssemblyGraph.uv
237,def.FoldPath,formal-definition,project-system,required,project.deterministic-ordering,4095,Compiler/Project/DeterministicOrder.uv
238,def.FileKey,formal-definition,project-system,required,project.deterministic-ordering,4109,Compiler/Project/DeterministicOrder.uv
239,def.FileOrdering,formal-definition,project-system,required,project.deterministic-ordering,4125,Compiler/Project/DeterministicOrder.uv
240,FileOrder-Rel-Fail,formal-rule,project-system,required,project.deterministic-ordering,4139,Compiler/Project/DeterministicOrder.uv
241,def.Fold,formal-definition,project-system,required,project.deterministic-ordering,4157,Compiler/Project/DeterministicOrder.uv
242,def.DirKey,formal-definition,project-system,required,project.deterministic-ordering,4172,Compiler/Project/DeterministicOrder.uv
243,def.DirectoryOrdering,formal-definition,project-system,required,project.deterministic-ordering,4188,Compiler/Project/DeterministicOrder.uv
